"","protein_group","number_of_peptides_A_1","number_of_peptides_A_2","number_of_peptides_A_3","number_of_peptides_B_1","number_of_peptides_B_2","number_of_peptides_B_3","abundance_A_1","abundance_B_1","abundance_A_2","abundance_B_2","abundance_A_3","abundance_B_3","log_ratios_B..vs.A.","differential_abundance_qvalue_B..vs.A."
"4063","sp|Q15349|KS6A2_HUMAN",2,1,NA,2,2,2,22.520927709529,22.5851969513507,22.4732413730134,22.0459156029824,21.706547870053,22.030553821866,-0.0130168587987676,1
"4064","sp|O43913|ORC5_HUMAN",3,3,3,NA,2,1,21.1290191419453,21.9408149536665,21.8402072289379,21.4355502212414,21.9655625448372,21.7972271211731,0.0796011267868669,1
"4065","sp|Q9Y2K7|KDM2A_HUMAN",NA,1,2,NA,1,2,20.6065906869872,20.9183872244837,21.1072285714086,21.0977309287392,21.2851792415594,21.0409916497312,0.0193704343329652,1
"4066","sp|Q8IVM0|CCD50_HUMAN",1,1,1,2,2,1,21.2628865505053,21.2097255373604,21.6474437139289,21.2407747398626,21.7269810326412,21.7175819855684,-0.156409678094666,1
"4067","sp|Q9BV57|MTND_HUMAN",2,NA,1,3,NA,NA,22.4933278769905,22.1889301603859,22.7608297711089,21.9061050402008,22.7754921323761,22.8589182688502,-0.358565437012866,1
"4068","sp|P46976|GLYG_HUMAN",1,1,3,1,2,2,22.3142804992775,22.4161473063071,22.9443199368764,22.7462885789518,22.9126573964843,22.9666349984457,-0.0140623163112015,1
"4069","sp|P36017|VPS21_YEAST",3,3,1,NA,1,2,23.1109401204834,23.1621649494127,23.5173279389407,22.8519742124168,23.2802484322922,22.8831017212159,-0.337091869556967,1
"4070","sp|P63098|CANB1_HUMAN",NA,1,1,1,1,3,20.4875177013715,21.9316226693738,21.8846156645534,21.3244207893292,22.0755818087988,21.7830756673584,0.1971346504459,1
"4071","sp|Q14155|ARHG7_HUMAN",1,1,2,1,NA,3,18.7210541171374,21.611792879338,19.2094749270722,20.1755015759792,20.3681379417453,20.3711911750121,1.28660621479147,0.17168994352784
"4072","sp|P32264|PROB_YEAST",2,NA,NA,NA,1,NA,21.3262437639087,20.4420823027264,20.9072110439544,20.3856740319994,21.9162773950425,21.0025176916712,-0.773152725502866,0.504687606771768
"4073","sp|P07311|ACYP1_HUMAN",2,3,2,2,3,2,22.6657066336471,22.9813002176314,23.1428269036001,22.7935219490178,23.0126293124163,23.2244230403263,0.0593607857706668,1
"4074","sp|Q9Y3D7|TIM16_HUMAN",2,2,1,1,2,2,22.2997818000037,22.3671996967572,22.8071213998571,22.3793770449217,22.4446326335077,22.421603494136,-0.127785199184533,1
"4075","sp|P32178|CHMU_YEAST",2,3,3,NA,NA,NA,21.3936833337323,20.5214680562591,21.7222169720969,21.2783110589987,21.9438569895271,21.0458221400089,-0.738052013363199,0.285565674689559
"4076","sp|Q9BRG1|VPS25_HUMAN",NA,2,3,1,NA,2,20.5558792373868,21.0999033256088,20.6602133471463,20.8218420892934,21.6480233178846,21.3318100055419,0.129813172675467,0.995974203419733
"4077","sp|P77348|MPPA_ECOLI",NA,NA,NA,2,2,2,21.5688840101223,21.0120829792413,21.9542632378248,21.2032642025464,20.0282929148707,21.5359910326029,0.0666326838575995,1
"4078","sp|P0A972|CSPE_ECOLI",1,1,NA,2,2,3,22.7245962853428,23.8877434583922,22.977361686649,24.4626590284001,22.9649950949979,24.6928072416066,1.45875222046973,0.0320704847317588
"4079","sp|Q9UID3|VPS51_HUMAN",2,NA,2,2,3,3,20.8142458517215,20.6401593061486,21.1908996670115,20.8762024468556,21.5810285998006,21.5232822103714,-0.182176718386,1
"4080","sp|Q9Y2Q9|RT28_HUMAN",1,3,2,2,2,2,25.4394758304629,22.0375606941815,22.3324496446436,21.9577808098481,25.84651610238,22.1809272854258,-2.48072426267703,0.180731980435474
"4081","sp|P62072|TIM10_HUMAN",NA,2,2,NA,1,2,25.0095325646503,25.3538200073167,25.4737204873204,25.1251037859491,25.4707054140695,24.715500386146,-0.253178095542799,1
"4082","sp|P56556|NDUA6_HUMAN",1,1,2,2,2,2,23.0674474910032,22.977947520319,23.2505929170313,23.0849625976406,23.3108412908581,22.6943663898028,-0.290535063710068,1
"4083","sp|Q96FZ2|HMCES_HUMAN",2,1,2,2,NA,1,20.7404307322866,21.8324962227415,21.3094237557358,21.9732739740632,21.8149231075629,21.6795348644535,0.540175821890967,0.519183642246541
"4084","sp|Q9NTX5|ECHD1_HUMAN",1,1,2,2,1,NA,21.1447858082099,21.2981687335251,21.1732807957199,20.0251111680265,21.4562008588673,21.5012968504026,-0.316563570280968,1
"4085","sp|Q9NPE3|NOP10_HUMAN",NA,1,2,1,2,2,22.2761231270542,22.2754551732111,22.7118044317128,22.2760329386724,22.459917591019,22.3962148821056,-0.166714051932299,1
"4086","sp|P21306|ATP5E_YEAST",3,NA,2,2,1,3,22.4537370874192,21.3206869471116,22.4928766185096,21.9964095255953,23.5230425048569,22.8352626537026,-0.772432361458733,1
"4087","sp|P85037|FOXK1_HUMAN",NA,1,1,NA,1,NA,19.8224768816873,19.6607918739237,20.2962401659875,20.1966783614063,20.2248510529223,20.1729221806577,-0.1043918948698,1
"4088","sp|P19073|CDC42_YEAST",1,3,3,NA,NA,2,22.9542982092827,23.309934805983,24.4318816545306,23.7165347059878,24.2346762437223,21.8950142090389,-0.899790795508633,1
"4089","sp|Q9Y4E5|ZN451_HUMAN",2,2,NA,1,2,NA,20.9111258777457,20.4995354715646,21.4805274290771,21.2427156172007,21.5255346684499,21.5714129954191,-0.201174630362767,1
"4090","sp|P53295|RBG2_YEAST",2,2,3,1,NA,1,21.5140325644786,21.0874668878953,21.8924959396226,20.3687864522735,21.6003561134417,21.4779707933653,-0.690886828002932,0.528703159691951
"4091","sp|P41236|IPP2_HUMAN",2,2,2,NA,2,2,21.9111273410282,21.8647299620071,22.3401968820352,22.3095141011674,22.5156951468153,22.4792259282774,-0.0378497928089333,1
"4092","sp|Q04080|GPI17_YEAST",3,1,1,NA,1,1,21.1641073057888,20.3741047365242,21.5557991017696,20.7684559371265,21.7661487353886,21.3804902623643,-0.654334735644001,0.61807544472541
"4093","sp|Q05785|ENT2_YEAST",NA,2,2,NA,NA,2,21.89458539748,22.6341407895176,22.467976129955,21.7888438642587,22.7162647591952,22.501181419995,-0.0515534042863024,1
"4094","sp|P63218|GBG5_HUMAN",NA,1,3,NA,1,1,23.1091238089496,22.4738590638851,23.6230979326962,23.0607364958342,23.5615174180138,23.2979320528015,-0.487070515712934,1
"4095","sp|Q96QU8|XPO6_HUMAN",3,2,2,3,3,2,20.7045523325307,20.7763570279324,21.10957052956,20.8611041381842,21.2769751644788,21.3038629491884,-0.0499246370881667,1
"4096","sp|P52697|6PGL_ECOLI",NA,NA,NA,1,1,2,20.1803908835957,21.4208459845719,20.434318983607,21.3819645508125,20.7876055958185,21.9557224425487,1.1187391716373,0.057305561788168
"4097","sp|Q9UL40|ZN346_HUMAN",NA,1,2,2,NA,NA,20.9345014705165,21.4473560703484,22.2373544018523,21.6162971075715,22.3068415940644,21.7934702531019,-0.207191345137134,1
"4098","sp|Q96AD5|PLPL2_HUMAN",NA,NA,2,2,NA,1,24.7886857783115,24.3523048052188,25.1746476270065,25.074031512192,25.5369455579436,25.4461997553618,-0.209247630163,1
"4099","sp|Q5TC12|ATPF1_HUMAN",2,NA,NA,2,1,NA,21.3749524345117,21.5244222707674,21.8523146179606,22.3292475143093,21.3746208435945,21.4631487805344,0.238310223181433,0.893268050317749
"4100","sp|P09497|CLCB_HUMAN",3,3,2,2,2,1,25.1177811614025,22.6459942340032,25.6100941757635,24.7053212608864,25.4989050690284,24.8579723603866,-1.3391641836394,0.339960886213811
"4101","sp|P15424|MS116_YEAST",1,3,1,NA,NA,NA,20.9941146323366,20.7675118389731,20.9901240510207,20.6685270942674,21.4984872040782,20.7254392799015,-0.440415891431166,0.262012115023918
"4102","sp|Q9UJC5|SH3L2_HUMAN",1,1,2,1,1,2,21.6723174272527,22.3365775197296,22.0639639533047,22.1751843402621,22.2657316379073,22.3654674261797,0.291738755902233,0.632524213940036
"4103","sp|Q06336|GGA1_YEAST",NA,2,2,1,NA,1,21.0375680669281,19.8348328696694,21.3990327446681,20.1219811536178,21.4470935707565,20.0847689748982,-1.28070379472243,0.0322526963075913
"4104","sp|Q12078|SMF3_YEAST",2,NA,1,1,NA,NA,22.7525577668433,22.8796455037983,23.357654284528,23.2651709113789,23.5997812073985,23.4743843946148,-0.030264149659267,1
"4105","sp|Q9H4A5|GLP3L_HUMAN",1,1,1,2,1,NA,23.9210882780269,21.6799643213798,21.4318880290046,21.722130337825,24.1585264841296,24.1717334307626,-0.645891567064567,1
"4106","sp|O95749|GGPPS_HUMAN",2,2,2,1,2,1,24.8486351649491,24.3500904743802,25.3689458708804,24.7408125967202,25.1379934660245,25.1052115701847,-0.386486620189634,1
"4107","sp|Cont_P17690|APOH_BOVIN",2,2,2,2,1,2,20.6247184962004,20.2638490066819,20.7279909633907,19.737308517082,20.4268990421287,20.3443507665655,-0.478033403796799,0.740693768676096
"4108","sp|P62070|RRAS2_HUMAN",NA,2,1,1,1,1,22.97169913299,22.1410943018407,23.5530913719701,22.6163960572562,23.4429075648649,22.7570861846789,-0.817707175349734,0.232482787810938
"4109","sp|P10614|CP51_YEAST",2,NA,2,NA,NA,NA,21.6268767167401,21.418509431558,21.0265366127361,19.2425208212151,21.136270381593,20.6116902414117,-0.838987738961466,0.795659895659896
"4110","sp|Q08954|YP199_YEAST",3,1,2,NA,NA,NA,21.2309253379313,20.1522480103463,21.8749710323209,20.661263485819,21.6510818092193,20.884332084213,-1.01971153303107,0.11596912892421
"4111","sp|P83881|RL36A_HUMAN; sp|Q969Q0|RL36L_HUMAN",NA,NA,NA,1,3,3,25.3409791938716,25.1079960293109,25.7543127873001,25.4639634595167,25.7464968945257,25.7040976195135,-0.188577255785432,1
"4112","sp|P49137|MAPK2_HUMAN",NA,NA,NA,2,NA,1,21.6272266050718,21.6407524328397,20.3713508546243,22.2740428151786,23.1323487925166,22.708716080342,0.497528358715867,0.979074920086611
"4113","sp|Q8TCD5|NT5C_HUMAN",1,1,1,2,2,1,21.6741032402742,21.7696098707903,21.9207431893798,21.6045830894649,21.6975231212913,22.3748822762305,0.152235228513468,1
"4114","sp|Q70CQ2|UBP34_HUMAN",NA,1,1,3,2,1,21.5019702938077,22.1079420907427,21.9856295122757,21.5338854063634,22.2081518833958,21.9617844769651,-0.0307132384693342,1
"4115","sp|Q96S82|UBL7_HUMAN",NA,NA,3,1,2,1,21.7519979516498,21.7512812999401,22.0978312133268,20.3418585219477,20.9325404380226,20.8954724784131,-0.597919100899432,0.816837155240197
"4116","sp|Q9H3Z4|DNJC5_HUMAN",2,1,NA,NA,NA,2,20.2708559183053,20.3611825197766,20.6304875515338,20.6902171331268,21.0765704894877,20.810761852632,-0.0385841512637993,1
"4117","sp|Q9NQX3|GEPH_HUMAN",2,NA,NA,1,2,NA,21.089487173649,20.8425628878217,22.1232684400741,21.1013335830458,21.6428286610012,21.3151154180313,-0.532190795275167,0.796060635387423
"4118","sp|Q8IXK0|PHC2_HUMAN",1,NA,3,1,2,2,21.4367457218572,21.5557264451859,21.8579646744747,21.6369543470631,21.9778813333842,21.8179441975452,-0.0873222466406342,1
"4119","sp|Q06705|CSR1_YEAST",NA,1,3,NA,NA,NA,21.3825731054137,19.7569150134602,21.9009302689027,20.9194922212079,21.8841893413493,21.1466943634105,-1.11486370586237,0.185853955812342
"4120","sp|P0A7J7|RL11_ECOLI",2,NA,NA,2,3,3,22.9481522470018,24.4070929402535,23.6795799634381,24.8761694617106,23.5784956983669,25.1022986905012,1.3931110612195,0.0410598954033282
"4121","sp|P32915|SC61A_YEAST",2,1,1,NA,NA,2,22.8101010808922,20.7356326633973,23.3062274961713,22.1900980466252,23.3667434831286,22.2269280829463,-1.44347108907443,0.120667837585066
"4122","sp|O15234|CASC3_HUMAN",1,NA,NA,NA,3,1,20.4986571398772,20.5189438823346,20.2257869983145,20.5674917100718,20.2461034112798,20.8584673038134,0.324785115582766,0.515607812793394
"4123","sp|P0AGE0|SSB_ECOLI",NA,NA,NA,2,2,2,19.8934059710047,22.0879734381915,21.1014385870077,22.0897630651423,21.2025634344345,22.3001881721001,1.426838894329,0.0458317708221295
"4124","sp|Q06706|ELP1_YEAST",1,3,3,NA,NA,NA,21.7953209238667,21.4982488219982,21.8980311535884,21.6654341625298,21.9167500048934,21.482554906833,-0.321288063662501,0.757726047038428
"4125","sp|Cont_Q3SZV7|HEMO_BOVIN",1,1,2,NA,2,2,21.696172689456,21.1676570234158,21.8172112599889,21.6357256473359,22.0011138455071,22.0065085983449,-0.234868841951799,1
"4126","sp|P0AGD3|SODF_ECOLI",1,NA,NA,2,3,2,19.8329035313343,22.5495702416214,21.4736358982996,22.6555339986058,21.7871651583884,23.1031411491626,1.7381802671225,0.0434768268240574
"4127","sp|Q07657|SHS1_YEAST",2,2,NA,NA,1,NA,21.8174478391802,20.0720908802437,21.5075656545315,21.7641021684812,21.6093018522076,22.1607943886171,-0.312442636192434,1
"4128","sp|Q8IY22|CMIP_HUMAN",2,1,2,1,1,1,21.3857623644542,21.5529948998326,21.9647248568724,20.4859241152806,22.2750312556316,21.0910395278991,-0.831853311315301,0.518417054187005
"4129","sp|P20338|RAB4A_HUMAN",2,3,3,3,3,2,24.9446619344286,24.5591607002935,25.4106379308847,24.90625187119,25.4216015681156,25.2645262143702,-0.348987549191733,1
"4130","sp|Q13277|STX3_HUMAN",1,1,1,1,3,2,20.7806831315002,20.8334009677664,20.6762108418694,21.036511033846,21.4900885916992,21.3683556542421,0.0970950302619009,0.998539328928335
"4131","sp|Q6EEV4|GL1AD_HUMAN",1,1,1,2,1,1,22.7235584614852,22.7077173118413,22.8763449478069,22.3599140009182,22.6397092233146,22.8352723893634,-0.112236310161267,1
"4132","sp|Q04432|HSP31_YEAST",1,1,2,NA,NA,1,21.48712339626,20.9719265954793,21.7492912772787,20.8273442550114,22.101015959659,21.3996741670181,-0.712828538562967,0.323047270772164
"4133","sp|P37903|USPF_ECOLI",NA,1,1,1,2,1,21.2244461515396,21.023804427963,21.0149407529581,21.736498757729,19.9461618445012,21.6975199397982,0.757424792163767,0.537986326096301
"4134","sp|P30665|MCM4_YEAST",1,1,2,NA,1,1,20.8918744471875,22.4596384832999,22.9201351093027,22.8969747029149,23.3238634584044,23.1451926975037,0.455310956274634,1
"4135","sp|P0ADN2|YIFE_ECOLI",NA,NA,1,1,2,2,19.0191149147414,21.7393156450311,19.4481557575966,22.2750269916641,20.5361196042449,22.5007170534455,2.50388980451927,0.01048034189024
"4136","sp|P32639|BRR2_YEAST",2,1,1,2,2,2,23.558955134527,22.3541553368221,24.0653666618912,22.9457745856363,23.9813983037311,22.9519749375275,-1.1179384133878,0.0700737798223757
"4137","sp|Q8WUB8|PHF10_HUMAN",2,2,1,2,2,NA,21.3247509375947,21.488861381376,21.8349235032453,21.3897135173201,21.2883529967751,21.2532538382018,-0.105399566905733,1
"4138","sp|P39960|BEM2_YEAST",1,NA,3,NA,NA,NA,20.9954889906352,20.2287075958827,20.5170751039356,20.0245526341395,21.1983913830384,19.5498034654488,-0.969297260712732,0.0731339627606535
"4139","sp|Q5TAQ9|DCAF8_HUMAN",1,2,NA,2,1,NA,26.2866282603796,26.3489246442173,26.1833974691847,26.0986248870328,26.4515110970054,26.4556686129985,-0.00610622744036841,1
"4140","sp|Q07418|PEX19_YEAST",2,1,2,1,1,NA,21.8175155655185,20.6916143630455,21.7690503776805,21.2777271120162,21.9822321146675,21.6697428879157,-0.643237898296367,0.508086042710096
"4141","sp|P35221|CTNA1_HUMAN",1,NA,NA,3,1,1,22.9143865921359,22.724259032831,20.9330943139423,22.9250884194903,21.0792925471871,22.7586164604266,1.16039681982753,0.515839593909132
"4142","sp|Q92820|GGH_HUMAN",1,1,2,2,2,1,20.9750112455237,21.0507211941313,21.580162744706,21.564263363906,21.833206475807,22.0849441127884,0.103849401596333,1
"4143","sp|P46984|GON7_YEAST",1,NA,2,1,NA,1,21.1526040648199,19.991770676335,21.8859268247744,20.8494891885092,22.405265877834,21.3403450920721,-1.08739727017067,0.316262106970018
"4144","sp|O60220|TIM8A_HUMAN",2,1,2,2,1,2,22.2344999593185,22.7209992364269,23.0262912555027,22.8286916380192,23.1924504019453,23.2925381731546,0.129662476944733,1
"4145","sp|Cont_P01017|ANGT_BOVIN",2,NA,1,2,1,2,20.9079076405358,21.1105502158166,20.3187979194356,20.8731226473626,21.1533769931836,21.6390657517416,0.414218687255267,0.831888894090707
"4146","sp|Q92609|TBCD5_HUMAN",1,1,3,NA,1,2,21.1085994292959,20.9979731372031,21.1223038334491,20.9653485221381,21.4606653635389,21.3809926007555,-0.115751455395732,0.994851330473023
"4147","sp|Q9NXR1|NDE1_HUMAN",1,NA,2,NA,2,2,20.0303509113247,19.9419151765346,20.6702476846757,20.2269749536687,21.1971170838829,21.2565222832981,-0.1574344221273,1
"4148","sp|P62768|YAEH_ECOLI",NA,NA,NA,NA,2,2,22.3473199358346,21.9259380284955,22.3349695098089,22.4473146992441,19.3769503192797,22.1987017648491,0.8375715758885,0.796060635387423
"4149","sp|P38836|ECM14_YEAST",NA,2,3,NA,NA,2,20.8043859054265,20.7802274568848,21.7849724505048,20.9331119681681,22.0189594437563,21.1145658978601,-0.593470825591535,0.782269046742731
"4150","sp|P00431|CCPR_YEAST",3,NA,1,NA,NA,NA,21.4192812867249,21.0659764886483,21.9620991423674,21.3255334332563,21.9171635367748,21.7583751170588,-0.3828863089679,0.868607999305253
"4151","sp|P62310|LSM3_HUMAN",NA,3,NA,1,2,2,24.8996187594051,24.9901281203688,24.8784861631185,24.7367740271717,25.0666124977823,25.000605595774,-0.0390698923304669,1
"4152","sp|P00946|MANA_ECOLI",NA,NA,NA,NA,1,3,23.2672787648714,22.6245288679249,23.8551510638403,23.6594898949483,24.3654607513684,24.5520053070634,-0.217288836714499,1
"4153","sp|P61009|SPCS3_HUMAN",1,2,2,1,1,3,22.0733655849613,21.9396863649843,22.2672050276933,22.0049159940775,22.3035101483744,22.3275948550997,-0.123961182289167,1
"4154","sp|Q9H3H3|CK068_HUMAN",1,NA,1,2,2,NA,22.2400906508323,21.7314505897311,22.1930587658872,21.851683475077,22.2313295972477,22.1231970683287,-0.319382626943468,0.832967176863468
"4155","sp|P50748|KNTC1_HUMAN",1,3,1,2,1,1,22.7699817707595,21.0623851389199,23.2502848264121,23.0844340644581,21.626454777982,23.2297193599029,-0.0900609372908991,1
"4156","sp|P59998|ARPC4_HUMAN",2,1,2,2,1,2,22.6533332954404,23.345990041571,23.2653990055701,23.0072882424208,23.328476344579,23.4001550141217,0.168741550841334,1
"4157","sp|P0A7T7|RS18_ECOLI",1,1,1,1,2,2,21.9699196723097,23.6109206362794,22.8688662520538,24.897072782383,22.5049547303606,24.9374898453189,2.03391420308573,0.0248650652715373
"4158","sp|Q9UHR4|BI2L1_HUMAN",NA,2,2,1,1,2,21.2012255016132,21.1001855757039,21.292590969246,20.9282714925852,21.2971074236028,21.5687641231283,-0.0645675676815335,0.998539328928335
"4159","sp|Q01628|IFM3_HUMAN",NA,1,1,1,1,2,20.5099276734342,20.4642520787533,21.0306449118397,20.8983924237973,21.0173220776918,21.1984922532108,0.00108069759856733,1
"4160","sp|P48439|OST3_YEAST",3,2,1,NA,1,1,22.6879634877752,20.6394151257285,21.3077758674843,20.0697819604405,21.988690753549,21.3529677420504,-1.30742176019637,0.205178607577597
"4161","sp|P16451|ODPX_YEAST",2,2,1,NA,NA,1,21.725933589526,20.1733285331542,22.4110690931249,21.1901815601125,22.4396252171984,21.3499350308037,-1.2877275919263,0.115776824787096
"4162","sp|O94966|UBP19_HUMAN",2,2,1,NA,NA,NA,20.3312385661118,20.6893350647338,20.7892369134855,20.3595132476758,20.8062007025697,20.7711426478236,-0.0355617406446006,1
"4163","sp|Q8N6T3|ARFG1_HUMAN",NA,1,NA,1,2,2,21.5737066985827,21.678691468545,21.8675534379795,21.5022455813813,21.7773153218757,21.8938044962277,-0.0479446374279675,1
"4164","sp|Q9HBI1|PARVB_HUMAN",NA,NA,1,NA,NA,2,22.2139306772537,22.1056847577108,22.4834975877252,22.0915017288004,22.5580328215465,22.6409314482885,-0.139114383908566,1
"4165","sp|O43493|TGON2_HUMAN",2,1,2,NA,3,2,20.4624301292517,20.0001367266076,20.5151923494672,20.7221378484195,20.8006831021996,20.8314772584529,-0.0748512491461663,1
"4166","sp|Q5C9Z4|NOM1_HUMAN",2,1,2,1,2,3,21.3617806350469,21.1855826363886,21.8111714223033,21.08347121163,21.4468605481631,21.759369306142,-0.197129817117569,0.991368779735116
"4167","sp|P40616|ARL1_HUMAN",1,1,3,NA,2,2,24.2486956187972,24.3418792782372,24.0555161267716,24.0249527922153,24.2942085976852,24.2621301243506,0.0101806171830331,1
"4168","sp|Q99287|SEY1_YEAST",1,2,2,NA,1,NA,21.5469382513401,21.124806022454,22.2499512163006,21.1306553948578,22.1829447065691,24.3419072314502,0.205844824850733,1
"4169","sp|O43237|DC1L2_HUMAN",1,1,2,1,2,1,26.2164562091807,26.2704614451857,26.2255313727841,26.1615315747739,26.4316810991976,26.4633144475706,0.00721292878926623,1
"4170","sp|Q92667|AKAP1_HUMAN",1,1,NA,NA,2,2,21.8486935165031,21.6412788270917,20.9468770116688,21.1921425861246,21.2080405198533,21.3456647186325,0.0584916946078664,1
"4171","sp|P32505|NAB2_YEAST",2,2,1,2,1,2,21.1685373132969,19.4776414411017,21.1235411044734,20.1311239298152,20.4923572509671,20.4727488391956,-0.900973819541633,0.143064068985913
"4172","sp|P48837|NUP57_YEAST",3,3,2,NA,1,1,21.2830434060521,21.1634933639573,21.908222548005,20.5607260546002,21.8901000342082,22.0276583413834,-0.4431627427748,0.878780616800703
"4173","sp|Q9UBF1|MAGC2_HUMAN",1,NA,1,1,1,3,22.1241156308427,22.1254230879305,22.0019673434022,21.8370915152424,23.9548682842585,22.1927146647443,-0.641907330195399,1
"4174","sp|P0AET2|HDEB_ECOLI",NA,NA,1,2,1,2,19.9245867314632,21.6027883330381,20.3501182689491,21.5551390912172,20.7197267960121,22.1334672661761,1.432320964669,0.0403158377624033
"4175","sp|Q92625|ANS1A_HUMAN",1,1,2,NA,1,2,19.6840568528023,19.4668225326141,20.3984046020591,21.4609706363068,21.0507256772386,21.1023232024255,0.298976413082134,1
"4176","sp|P20424|SRP54_YEAST",1,2,2,1,1,NA,22.2374884711011,20.6948149319419,22.6172859628083,20.6339818754626,22.4332516462663,22.0026670479587,-1.3188540749375,0.120854359201128
"4177","sp|Q8TDP1|RNH2C_HUMAN",NA,2,3,2,2,1,22.3754272726109,22.6227408984747,21.9516635690566,21.9149356225336,22.1369512286606,22.0060491727603,0.0265612078135007,1
"4178","sp|P51946|CCNH_HUMAN",2,1,3,1,2,2,21.6176469273879,21.2447511385329,21.6437956506114,21.3632567764202,21.7258548732426,21.8212031162041,-0.186028806694898,0.977986344865326
"4179","sp|P53334|SCW4_YEAST",NA,1,2,NA,NA,NA,21.6451909280073,21.132303602451,21.4694398600571,20.8820998783813,21.9221264978823,21.0733175282596,-0.649678758951599,0.254217067761896
"4180","sp|P49427|UB2R1_HUMAN",1,NA,1,2,1,2,24.7544165750317,22.0851701306008,25.298467466518,23.99923086058,25.1591651836238,24.2398643452705,-1.62926129624073,0.14259464728785
"4181","sp|Q9UKE5|TNIK_HUMAN",2,1,NA,2,1,1,21.44044187865,21.4708708361355,21.7715292650287,21.6944021000971,22.0441025740973,21.9483290857462,-0.0474905652657327,1
"4182","sp|Q9Y289|SC5A6_HUMAN",NA,1,1,1,2,2,21.2273346390109,21.6304475572896,21.6487716285238,21.590729347276,22.134215254528,21.9521623308141,0.0543392377723334,1
"4183","sp|P63165|SUMO1_HUMAN",1,2,1,1,1,2,23.8827305421537,23.5290966448196,24.3944363955912,23.9448571592874,23.9867463459785,24.2689093079228,-0.173683390564532,1
"4184","sp|P62875|RPAB5_HUMAN",3,2,NA,1,1,1,22.1098510542341,22.3474436254948,23.293892287497,22.7255005448015,23.0301336559576,23.1101098536236,-0.0836076579229316,1
"4185","sp|Q15599|NHRF2_HUMAN",NA,NA,NA,NA,1,3,21.1674797065307,21.465743376022,21.8043394229404,21.4089259820007,22.3226810447936,21.8755569201137,-0.181424632042768,1
"4186","sp|Q9BU76|MMTA2_HUMAN",2,2,3,2,3,NA,21.4100853684642,21.6160529577778,21.8114558371791,21.7643614893765,21.8448223046506,21.9322197090033,0.082090215287901,1
"4187","sp|P43121|MUC18_HUMAN",2,1,1,2,1,NA,21.613338610273,21.5863995597222,21.2522730285834,21.0725991022525,21.357817487845,22.3227832143249,0.252784249866066,1
"4188","sp|P62380|TBPL1_HUMAN",2,1,2,2,2,1,20.4099110098625,20.5816028664468,20.8662897096228,20.1694164546694,20.5903042407834,20.7068416628101,-0.136214658780801,1
"4189","sp|Q99547|MPH6_HUMAN",1,NA,1,NA,2,2,22.6589107411621,21.9705286336989,23.21817741229,22.5628618218842,23.2379342091864,22.9430495378253,-0.546194123076699,0.998733012307451
"4190","sp|Q96AB3|ISOC2_HUMAN",NA,1,2,2,2,2,19.9830778823953,21.048081713677,21.1109761112715,20.8290953753277,21.4583486596642,21.4254145419684,0.250062992547367,1
"4191","sp|Q6P1Q9|MET2B_HUMAN",2,1,NA,1,1,2,20.8930435461164,21.1797454196685,21.4819996661901,21.4366366996995,21.5262132555313,21.468638832622,0.0612548280507331,0.998539328928335
"4192","sp|P39105|PLB1_YEAST",2,2,NA,NA,NA,NA,21.4484809600425,20.8801928735027,22.1471205945611,21.3028489021823,20.9297245287297,20.0298306159731,-0.770817897225065,0.780853647753435
"4193","sp|Q9BY42|RTF2_HUMAN",2,1,2,2,2,NA,20.8592232897696,21.0556124389282,21.1306781729853,20.7567012753424,21.2607379578958,21.1461018731496,-0.0974079444101648,1
"4194","sp|Q9H7B2|RPF2_HUMAN",1,NA,NA,3,2,1,21.9340953996106,21.717187749449,21.8541810853637,21.1234129096806,21.8859724267131,21.9672022436041,-0.288815336317901,1
"4195","sp|O43808|PM34_HUMAN",2,1,3,2,1,3,20.6136747174046,20.5228566248889,20.3856818039559,20.5141065084308,21.2874700315128,21.2639432484619,0.00469327630276576,1
"4196","sp|P82912|RT11_HUMAN",1,NA,1,NA,1,2,22.5840447387538,20.3057301523376,22.4993731823217,20.7683907144395,22.8047591882028,22.2454013943881,-1.52288494937103,0.142424096043886
"4197","sp|A6NCE7|MP3B2_HUMAN; sp|Q9GZQ8|MLP3B_HUMAN",2,1,1,2,1,1,23.3485387962919,23.4190999378762,23.9703458932707,23.6382789088081,23.815226527687,23.9645476370636,-0.0373949111672331,1
"4198","sp|P35207|SKI2_YEAST",2,3,2,NA,NA,NA,21.3556716889765,21.1822476379352,21.6588768646859,21.6258869486238,21.6886881701303,21.5112828695803,-0.127939755884467,0.983921989697316
"4199","sp|Q02127|PYRD_HUMAN",NA,NA,1,2,2,NA,22.5004612902689,22.5189815692802,22.9558684769366,22.7417619820294,23.0921015780851,23.0911803187078,-0.0655024917577336,1
"4200","sp|Q3E795|YL361_YEAST",1,1,2,1,1,NA,21.389247823515,20.6538656137076,21.7878073292213,20.8510938159419,21.9089627131098,21.090971065018,-0.8300291237262,0.156981957247122
"4201","sp|Q6PJ69|TRI65_HUMAN",1,2,1,2,2,2,20.529613563729,20.6037759630182,21.0242019185279,20.741137770833,20.8516784278701,20.713817439203,-0.115587579024267,0.992428250100954
"4202","sp|P06746|DPOLB_HUMAN",1,NA,NA,1,NA,3,21.0461821307922,21.2368962257296,21.4812503065966,20.2059942486005,20.3418080412316,21.5119706038746,0.028540199861433,1
