"accession"	"species"	"Accession_without_shared_peptide"	"pep_count"
"sp|Q9UHR6|ZNHI2_HUMAN"	"HUMAN"	FALSE	134
"sp|Q9UHT4|YG001_HUMAN"	"HUMAN"	FALSE	34
"sp|Q9UHU1|YK039_HUMAN"	"HUMAN"	TRUE	15
"sp|Q9UHV2|SRTD1_HUMAN"	"HUMAN"	FALSE	36
"sp|Q9UHV5|RPGFL_HUMAN"	"HUMAN"	FALSE	241
"sp|Q9UHV7|MED13_HUMAN"	"HUMAN"	FALSE	614
"sp|Q9UHV8|PP13_HUMAN"	"HUMAN"	FALSE	44
"sp|Q9UHV9|PFD2_HUMAN"	"HUMAN"	FALSE	76
"sp|Q9UHW5|GPN3_HUMAN"	"HUMAN"	FALSE	74
"sp|Q9UHW9|S12A6_HUMAN"	"HUMAN"	FALSE	373
"sp|Q9UHX1|PUF60_HUMAN"	"HUMAN"	FALSE	172
"sp|Q9UHX3|AGRE2_HUMAN"	"HUMAN"	FALSE	198
"sp|Q9UHY1|NRBP_HUMAN"	"HUMAN"	FALSE	161
"sp|Q9UHY7|ENOPH_HUMAN"	"HUMAN"	FALSE	74
"sp|Q9UHY8|FEZ2_HUMAN"	"HUMAN"	FALSE	117
"sp|Q9UI08|EVL_HUMAN"	"HUMAN"	FALSE	147
"sp|Q9UI09|NDUAC_HUMAN"	"HUMAN"	FALSE	65
"sp|Q9UI10|EI2BD_HUMAN"	"HUMAN"	FALSE	225
"sp|Q9UI12|VATH_HUMAN"	"HUMAN"	FALSE	198
"sp|Q9UI14|PRAF1_HUMAN"	"HUMAN"	FALSE	46
"sp|Q9UI15|TAGL3_HUMAN"	"HUMAN"	FALSE	88
"sp|Q9UI17|M2GD_HUMAN"	"HUMAN"	FALSE	330
"sp|Q9UI25|YP002_HUMAN"	"HUMAN"	TRUE	9
"sp|Q9UI26|IPO11_HUMAN"	"HUMAN"	FALSE	288
"sp|Q9UI30|TR112_HUMAN"	"HUMAN"	FALSE	44
"sp|Q9UI32|GLSL_HUMAN"	"HUMAN"	FALSE	225
"sp|Q9UI33|SCNBA_HUMAN"	"HUMAN"	FALSE	625
"sp|Q9UI36|DACH1_HUMAN"	"HUMAN"	FALSE	213
"sp|Q9UI38|TSP50_HUMAN"	"HUMAN"	FALSE	122
"sp|Q9UI40|NCKX2_HUMAN"	"HUMAN"	FALSE	174
"sp|Q9UI42|CBPA4_HUMAN"	"HUMAN"	FALSE	139
"sp|Q9UI43|MRM2_HUMAN"	"HUMAN"	FALSE	108
"sp|Q9UI46|DNAI1_HUMAN"	"HUMAN"	FALSE	294
"sp|Q9UI47|CTNA3_HUMAN"	"HUMAN"	FALSE	371
"sp|Q9UI54|YT001_HUMAN"	"HUMAN"	FALSE	26
"sp|Q9UI72|YE014_HUMAN"	"HUMAN"	FALSE	36
"sp|Q9UI95|MD2L2_HUMAN"	"HUMAN"	FALSE	73
"sp|Q9UIA0|CYH4_HUMAN"	"HUMAN"	FALSE	183
"sp|Q9UIA9|XPO7_HUMAN"	"HUMAN"	FALSE	354
"sp|Q9UIB8|SLAF5_HUMAN"	"HUMAN"	FALSE	109
"sp|Q9UIC8|LCMT1_HUMAN"	"HUMAN"	FALSE	139
"sp|Q9UID3|VPS51_HUMAN"	"HUMAN"	FALSE	296
"sp|Q9UID6|ZN639_HUMAN"	"HUMAN"	FALSE	161
"sp|Q9UIE0|ZN230_HUMAN"	"HUMAN"	FALSE	208
"sp|Q9UIF3|TEKT2_HUMAN"	"HUMAN"	FALSE	207
"sp|Q9UIF7|MUTYH_HUMAN"	"HUMAN"	FALSE	173
"sp|Q9UIF8|BAZ2B_HUMAN"	"HUMAN"	FALSE	915
"sp|Q9UIF9|BAZ2A_HUMAN"	"HUMAN"	FALSE	667
"sp|Q9UIG0|BAZ1B_HUMAN"	"HUMAN"	FALSE	822
"sp|Q9UIG4|PS1C2_HUMAN"	"HUMAN"	FALSE	21
"sp|Q9UIG5|PS1C1_HUMAN"	"HUMAN"	FALSE	29
"sp|Q9UIG8|SO3A1_HUMAN"	"HUMAN"	FALSE	152
"sp|Q9UIH9|KLF15_HUMAN"	"HUMAN"	FALSE	128
"sp|Q9UII2|ATIF1_HUMAN"	"HUMAN"	FALSE	67
"sp|Q9UII4|HERC5_HUMAN"	"HUMAN"	FALSE	403
"sp|Q9UII5|ZN107_HUMAN"	"HUMAN"	FALSE	411
"sp|Q9UII6|DS13B_HUMAN"	"HUMAN"	FALSE	68
"sp|Q9UIJ5|ZDHC2_HUMAN"	"HUMAN"	FALSE	119
"sp|Q9UIJ7|KAD3_HUMAN"	"HUMAN"	FALSE	101
"sp|Q9UIK4|DAPK2_HUMAN"	"HUMAN"	FALSE	159
"sp|Q9UIK5|TEFF2_HUMAN"	"HUMAN"	FALSE	112
"sp|Q9UIL1|SCOC_HUMAN"	"HUMAN"	FALSE	64
"sp|Q9UIL4|KIF25_HUMAN"	"HUMAN"	FALSE	133
"sp|Q9UIL8|PHF11_HUMAN"	"HUMAN"	FALSE	144
"sp|Q9UIM3|FKBPL_HUMAN"	"HUMAN"	FALSE	138
"sp|Q9UIQ6|LCAP_HUMAN"	"HUMAN"	FALSE	342
"sp|Q9UIR0|BTNL2_HUMAN"	"HUMAN"	FALSE	128
"sp|Q9UIS9|MBD1_HUMAN"	"HUMAN"	FALSE	279
"sp|Q9UIU6|SIX4_HUMAN"	"HUMAN"	FALSE	182
"sp|Q9UIV1|CNOT7_HUMAN"	"HUMAN"	FALSE	83
"sp|Q9UIV8|SPB13_HUMAN"	"HUMAN"	FALSE	149
"sp|Q9UIW0|VAX2_HUMAN"	"HUMAN"	FALSE	136
"sp|Q9UIW2|PLXA1_HUMAN"	"HUMAN"	FALSE	695
"sp|Q9UIX4|KCNG1_HUMAN"	"HUMAN"	FALSE	177
"sp|Q9UIY3|RWD2A_HUMAN"	"HUMAN"	FALSE	103
"sp|Q9UJ04|TSYL4_HUMAN"	"HUMAN"	FALSE	189
"sp|Q9UJ14|GGT7_HUMAN"	"HUMAN"	FALSE	149
"sp|Q9UJ37|SIA7B_HUMAN"	"HUMAN"	FALSE	126
"sp|Q9UJ41|RABX5_HUMAN"	"HUMAN"	FALSE	250
"sp|Q9UJ42|GP160_HUMAN"	"HUMAN"	FALSE	79
"sp|Q9UJ55|MAGL2_HUMAN"	"HUMAN"	FALSE	283
"sp|Q9UJ68|MSRA_HUMAN"	"HUMAN"	FALSE	82
"sp|Q9UJ70|NAGK_HUMAN"	"HUMAN"	FALSE	109
"sp|Q9UJ71|CLC4K_HUMAN"	"HUMAN"	FALSE	129
"sp|Q9UJ72|ANX10_HUMAN"	"HUMAN"	FALSE	99
"sp|Q9UJ78|ZMYM5_HUMAN"	"HUMAN"	FALSE	285
"sp|Q9UJ83|HACL1_HUMAN"	"HUMAN"	FALSE	176
"sp|Q9UJ90|KCNE5_HUMAN"	"HUMAN"	FALSE	44
"sp|Q9UJ96|KCNG2_HUMAN"	"HUMAN"	FALSE	206
"sp|Q9UJ98|STAG3_HUMAN"	"HUMAN"	FALSE	435
"sp|Q9UJ99|CAD22_HUMAN"	"HUMAN"	FALSE	220
"sp|Q9UJA2|CRLS1_HUMAN"	"HUMAN"	TRUE	88
"sp|Q9UJA3|MCM8_HUMAN"	"HUMAN"	FALSE	350
"sp|Q9UJA5|TRM6_HUMAN"	"HUMAN"	FALSE	224
"sp|Q9UJA9|ENPP5_HUMAN"	"HUMAN"	TRUE	126
"sp|Q9UJC3|HOOK1_HUMAN"	"HUMAN"	FALSE	355
"sp|Q9UJC5|SH3L2_HUMAN"	"HUMAN"	TRUE	44
"sp|Q9UJD0|RIMS3_HUMAN"	"HUMAN"	FALSE	112
"sp|Q9UJF2|NGAP_HUMAN"	"HUMAN"	FALSE	508
"sp|Q9UJG1|MSPD1_HUMAN"	"HUMAN"	FALSE	76
"sp|Q9UJH8|METRN_HUMAN"	"HUMAN"	FALSE	91
"sp|Q9UJJ7|RUSD1_HUMAN"	"HUMAN"	FALSE	103
"sp|Q9UJJ9|GNPTG_HUMAN"	"HUMAN"	FALSE	103
"sp|Q9UJK0|TSR3_HUMAN"	"HUMAN"	FALSE	119
"sp|Q9UJL9|ZF69B_HUMAN"	"HUMAN"	FALSE	247
"sp|Q9UJM3|ERRFI_HUMAN"	"HUMAN"	FALSE	155
"sp|Q9UJM8|HAOX1_HUMAN"	"HUMAN"	FALSE	160
"sp|Q9UJN7|ZN391_HUMAN"	"HUMAN"	FALSE	171
"sp|Q9UJP4|KLH21_HUMAN"	"HUMAN"	FALSE	203
"sp|Q9UJQ1|LAMP5_HUMAN"	"HUMAN"	FALSE	95
"sp|Q9UJQ4|SALL4_HUMAN"	"HUMAN"	FALSE	311
"sp|Q9UJQ7|SCP2D_HUMAN"	"HUMAN"	FALSE	72
"sp|Q9UJS0|CMC2_HUMAN"	"HUMAN"	FALSE	247
"sp|Q9UJT0|TBE_HUMAN"	"HUMAN"	FALSE	147
"sp|Q9UJT1|TBD_HUMAN"	"HUMAN"	FALSE	136
"sp|Q9UJT2|TSKS_HUMAN"	"HUMAN"	FALSE	233
"sp|Q9UJT9|FBXL7_HUMAN"	"HUMAN"	FALSE	201
"sp|Q9UJU2|LEF1_HUMAN"	"HUMAN"	FALSE	128
"sp|Q9UJU3|ZN112_HUMAN"	"HUMAN"	FALSE	388
"sp|Q9UJU5|FOXD3_HUMAN"	"HUMAN"	FALSE	85
"sp|Q9UJU6|DBNL_HUMAN"	"HUMAN"	FALSE	167
"sp|Q9UJV3|TRIM1_HUMAN"	"HUMAN"	FALSE	282
"sp|Q9UJV8|PURG_HUMAN"	"HUMAN"	FALSE	190
"sp|Q9UJV9|DDX41_HUMAN"	"HUMAN"	FALSE	299
"sp|Q9UJW0|DCTN4_HUMAN"	"HUMAN"	FALSE	186
"sp|Q9UJW2|TINAG_HUMAN"	"HUMAN"	FALSE	199
"sp|Q9UJW3|DNM3L_HUMAN"	"HUMAN"	FALSE	117
"sp|Q9UJW7|ZN229_HUMAN"	"HUMAN"	FALSE	366
"sp|Q9UJW8|ZN180_HUMAN"	"HUMAN"	FALSE	270
"sp|Q9UJW9|SRTD3_HUMAN"	"HUMAN"	FALSE	49
"sp|Q9UJX0|OSGI1_HUMAN"	"HUMAN"	FALSE	139
"sp|Q9UJX2|CDC23_HUMAN"	"HUMAN"	FALSE	250
"sp|Q9UJX3|APC7_HUMAN"	"HUMAN"	FALSE	208
"sp|Q9UJX4|APC5_HUMAN"	"HUMAN"	FALSE	272
"sp|Q9UJX5|APC4_HUMAN"	"HUMAN"	FALSE	286
"sp|Q9UJX6|ANC2_HUMAN"	"HUMAN"	FALSE	326
"sp|Q9UJY1|HSPB8_HUMAN"	"HUMAN"	FALSE	62
"sp|Q9UJY4|GGA2_HUMAN"	"HUMAN"	FALSE	203
"sp|Q9UJY5|GGA1_HUMAN"	"HUMAN"	FALSE	203
"sp|Q9UJZ1|STML2_HUMAN"	"HUMAN"	FALSE	143
"sp|Q9UK00|CC018_HUMAN"	"HUMAN"	FALSE	36
"sp|Q9UK05|GDF2_HUMAN"	"HUMAN"	FALSE	155
"sp|Q9UK08|GBG8_HUMAN"	"HUMAN"	FALSE	33
"sp|Q9UK10|ZN225_HUMAN"	"HUMAN"	FALSE	377
"sp|Q9UK11|ZN223_HUMAN"	"HUMAN"	FALSE	231
"sp|Q9UK12|ZN222_HUMAN"	"HUMAN"	FALSE	232
"sp|Q9UK13|ZN221_HUMAN"	"HUMAN"	FALSE	280
"sp|Q9UK17|KCND3_HUMAN"	"HUMAN"	FALSE	226
"sp|Q9UK22|FBX2_HUMAN"	"HUMAN"	FALSE	75
"sp|Q9UK23|NAGPA_HUMAN"	"HUMAN"	FALSE	171
"sp|Q9UK28|TM59L_HUMAN"	"HUMAN"	FALSE	107
"sp|Q9UK32|KS6A6_HUMAN"	"HUMAN"	FALSE	291
"sp|Q9UK33|ZN580_HUMAN"	"HUMAN"	FALSE	76
"sp|Q9UK39|NOCT_HUMAN"	"HUMAN"	FALSE	151
"sp|Q9UK41|VPS28_HUMAN"	"HUMAN"	FALSE	89
"sp|Q9UK45|LSM7_HUMAN"	"HUMAN"	FALSE	45
"sp|Q9UK53|ING1_HUMAN"	"HUMAN"	FALSE	189
"sp|Q9UK55|ZPI_HUMAN"	"HUMAN"	FALSE	186
"sp|Q9UK58|CCNL1_HUMAN"	"HUMAN"	FALSE	280
"sp|Q9UK59|DBR1_HUMAN"	"HUMAN"	FALSE	191
"sp|Q9UK61|TASOR_HUMAN"	"HUMAN"	FALSE	651
"sp|Q9UK73|FEM1B_HUMAN"	"HUMAN"	FALSE	230
"sp|Q9UK76|JUPI1_HUMAN"	"HUMAN"	FALSE	52
"sp|Q9UK80|UBP21_HUMAN"	"HUMAN"	FALSE	255
"sp|Q9UK85|DKKL1_HUMAN"	"HUMAN"	FALSE	92
"sp|Q9UK96|FBX10_HUMAN"	"HUMAN"	FALSE	350
"sp|Q9UK97|FBX9_HUMAN"	"HUMAN"	FALSE	186
"sp|Q9UK99|FBX3_HUMAN"	"HUMAN"	FALSE	176
"sp|Q9UKA1|FBXL5_HUMAN"	"HUMAN"	FALSE	236
"sp|Q9UKA2|FBXL4_HUMAN"	"HUMAN"	FALSE	187
"sp|Q9UKA4|AKA11_HUMAN"	"HUMAN"	FALSE	652
"sp|Q9UKA8|RCAN3_HUMAN"	"HUMAN"	FALSE	76
"sp|Q9UKA9|PTBP2_HUMAN"	"HUMAN"	FALSE	170
"sp|Q9UKB1|FBW1B_HUMAN"	"HUMAN"	FALSE	229
"sp|Q9UKB3|DJC12_HUMAN"	"HUMAN"	FALSE	101
"sp|Q9UKB5|AJAP1_HUMAN"	"HUMAN"	FALSE	120
"sp|Q9UKC9|FBXL2_HUMAN"	"HUMAN"	FALSE	164
"sp|Q9UKD1|GMEB2_HUMAN"	"HUMAN"	FALSE	146
"sp|Q9UKD2|MRT4_HUMAN"	"HUMAN"	FALSE	126
"sp|Q9UKE5|TNIK_HUMAN"	"HUMAN"	FALSE	594
"sp|Q9UKF2|ADA30_HUMAN"	"HUMAN"	FALSE	303
"sp|Q9UKF5|ADA29_HUMAN"	"HUMAN"	FALSE	271
"sp|Q9UKF6|CPSF3_HUMAN"	"HUMAN"	FALSE	228
"sp|Q9UKF7|PITC1_HUMAN"	"HUMAN"	FALSE	147
"sp|Q9UKG1|DP13A_HUMAN"	"HUMAN"	FALSE	267
"sp|Q9UKG4|S13A4_HUMAN"	"HUMAN"	FALSE	137
"sp|Q9UKG9|OCTC_HUMAN"	"HUMAN"	FALSE	243
"sp|Q9UKH3|ENK9_HUMAN"	"HUMAN"	FALSE	236
"sp|Q9UKI2|BORG2_HUMAN"	"HUMAN"	FALSE	73
"sp|Q9UKI3|VPRE3_HUMAN"	"HUMAN"	FALSE	25
"sp|Q9UKI8|TLK1_HUMAN"	"HUMAN"	FALSE	338
"sp|Q9UKI9|PO2F3_HUMAN"	"HUMAN"	FALSE	110
"sp|Q9UKJ0|PILRB_HUMAN"	"HUMAN"	FALSE	78
"sp|Q9UKJ1|PILRA_HUMAN"	"HUMAN"	FALSE	111
"sp|Q9UKJ3|GPTC8_HUMAN"	"HUMAN"	FALSE	636
"sp|Q9UKJ5|CHIC2_HUMAN"	"HUMAN"	FALSE	72
"sp|Q9UKJ8|ADA21_HUMAN"	"HUMAN"	FALSE	216
"sp|Q9UKK3|PARP4_HUMAN"	"HUMAN"	FALSE	579
"sp|Q9UKK6|NXT1_HUMAN"	"HUMAN"	FALSE	37
"sp|Q9UKK9|NUDT5_HUMAN"	"HUMAN"	FALSE	65
"sp|Q9UKL0|RCOR1_HUMAN"	"HUMAN"	FALSE	200
"sp|Q9UKL2|O52A1_HUMAN"	"HUMAN"	FALSE	64
"sp|Q9UKL3|C8AP2_HUMAN"	"HUMAN"	FALSE	914
"sp|Q9UKL4|CXD2_HUMAN"	"HUMAN"	FALSE	121
"sp|Q9UKL6|PPCT_HUMAN"	"HUMAN"	FALSE	90
"sp|Q9UKM7|MA1B1_HUMAN"	"HUMAN"	FALSE	262
"sp|Q9UKM9|RALY_HUMAN"	"HUMAN"	FALSE	133
"sp|Q9UKN1|MUC12_HUMAN"	"HUMAN"	FALSE	581
"sp|Q9UKN5|PRDM4_HUMAN"	"HUMAN"	FALSE	211
"sp|Q9UKN7|MYO15_HUMAN"	"HUMAN"	FALSE	1334
"sp|Q9UKN8|TF3C4_HUMAN"	"HUMAN"	FALSE	318
"sp|Q9UKP3|ITBP2_HUMAN"	"HUMAN"	FALSE	102
"sp|Q9UKP4|ATS7_HUMAN"	"HUMAN"	FALSE	461
"sp|Q9UKP5|ATS6_HUMAN"	"HUMAN"	FALSE	379
"sp|Q9UKP6|UR2R_HUMAN"	"HUMAN"	FALSE	115
"sp|Q9UKQ2|ADA28_HUMAN"	"HUMAN"	FALSE	301
"sp|Q9UKQ9|KLK9_HUMAN"	"HUMAN"	TRUE	55
"sp|Q9UKR0|KLK12_HUMAN"	"HUMAN"	FALSE	52
"sp|Q9UKR3|KLK13_HUMAN"	"HUMAN"	FALSE	94
"sp|Q9UKR5|ERG28_HUMAN"	"HUMAN"	TRUE	36
"sp|Q9UKR8|TSN16_HUMAN"	"HUMAN"	FALSE	64
"sp|Q9UKS6|PACN3_HUMAN"	"HUMAN"	FALSE	207
"sp|Q9UKS7|IKZF2_HUMAN"	"HUMAN"	FALSE	193
"sp|Q9UKT4|FBX5_HUMAN"	"HUMAN"	FALSE	216
"sp|Q9UKT5|FBX4_HUMAN"	"HUMAN"	FALSE	119
"sp|Q9UKT6|FXL21_HUMAN"	"HUMAN"	FALSE	139
"sp|Q9UKT7|FBXL3_HUMAN"	"HUMAN"	FALSE	158
"sp|Q9UKT8|FBXW2_HUMAN"	"HUMAN"	FALSE	159
"sp|Q9UKT9|IKZF3_HUMAN"	"HUMAN"	FALSE	207
"sp|Q9UKU0|ACSL6_HUMAN"	"HUMAN"	FALSE	256
"sp|Q9UKU6|TRHDE_HUMAN"	"HUMAN"	FALSE	369
"sp|Q9UKU7|ACAD8_HUMAN"	"HUMAN"	FALSE	154
"sp|Q9UKU9|ANGL2_HUMAN"	"HUMAN"	FALSE	180
"sp|Q9UKV0|HDAC9_HUMAN"	"HUMAN"	FALSE	338
"sp|Q9UKV3|ACINU_HUMAN"	"HUMAN"	FALSE	704
"sp|Q9UKV5|AMFR_HUMAN"	"HUMAN"	FALSE	182
"sp|Q9UKV8|AGO2_HUMAN"	"HUMAN"	FALSE	343
"sp|Q9UKW4|VAV3_HUMAN"	"HUMAN"	FALSE	384
"sp|Q9UKW6|ELF5_HUMAN"	"HUMAN"	FALSE	97
"sp|Q9UKX2|MYH2_HUMAN"	"HUMAN"	FALSE	1024
"sp|Q9UKX3|MYH13_HUMAN"	"HUMAN"	FALSE	998
"sp|Q9UKX5|ITA11_HUMAN"	"HUMAN"	FALSE	419
"sp|Q9UKX7|NUP50_HUMAN"	"HUMAN"	FALSE	186
"sp|Q9UKY0|PRND_HUMAN"	"HUMAN"	FALSE	57
"sp|Q9UKY1|ZHX1_HUMAN"	"HUMAN"	FALSE	335
"sp|Q9UKY3|CES1P_HUMAN"	"HUMAN"	FALSE	66
"sp|Q9UKY4|POMT2_HUMAN"	"HUMAN"	FALSE	213
"sp|Q9UKY7|CDV3_HUMAN"	"HUMAN"	FALSE	106
"sp|Q9UKZ1|CNO11_HUMAN"	"HUMAN"	FALSE	147
"sp|Q9UKZ4|TEN1_HUMAN"	"HUMAN"	FALSE	851
"sp|Q9UKZ9|PCOC2_HUMAN"	"HUMAN"	FALSE	144
"sp|Q9UL01|DSE_HUMAN"	"HUMAN"	FALSE	334
"sp|Q9UL03|INT6_HUMAN"	"HUMAN"	FALSE	346
"sp|Q9UL12|SARDH_HUMAN"	"HUMAN"	FALSE	314
"sp|Q9UL15|BAG5_HUMAN"	"HUMAN"	FALSE	211
"sp|Q9UL16|CFA45_HUMAN"	"HUMAN"	FALSE	380
"sp|Q9UL17|TBX21_HUMAN"	"HUMAN"	FALSE	143
"sp|Q9UL18|AGO1_HUMAN"	"HUMAN"	FALSE	342
"sp|Q9UL19|PLAT4_HUMAN"	"HUMAN"	TRUE	57
"sp|Q9UL25|RAB21_HUMAN"	"HUMAN"	FALSE	101
"sp|Q9UL26|RB22A_HUMAN"	"HUMAN"	FALSE	88
"sp|Q9UL33|TPC2L_HUMAN"	"HUMAN"	FALSE	55
"sp|Q9UL36|ZN236_HUMAN"	"HUMAN"	FALSE	599
"sp|Q9UL40|ZN346_HUMAN"	"HUMAN"	FALSE	142
"sp|Q9UL41|PNMA3_HUMAN"	"HUMAN"	FALSE	210
"sp|Q9UL42|PNMA2_HUMAN"	"HUMAN"	FALSE	149
"sp|Q9UL45|BL1S6_HUMAN"	"HUMAN"	FALSE	75
"sp|Q9UL46|PSME2_HUMAN"	"HUMAN"	FALSE	109
"sp|Q9UL49|TCFL5_HUMAN"	"HUMAN"	FALSE	160
"sp|Q9UL51|HCN2_HUMAN"	"HUMAN"	FALSE	300
"sp|Q9UL52|TM11E_HUMAN"	"HUMAN"	FALSE	159
"sp|Q9UL54|TAOK2_HUMAN"	"HUMAN"	FALSE	498
"sp|Q9UL58|ZN215_HUMAN"	"HUMAN"	FALSE	243
"sp|Q9UL59|ZN214_HUMAN"	"HUMAN"	FALSE	276
"sp|Q9UL62|TRPC5_HUMAN"	"HUMAN"	FALSE	352
"sp|Q9UL63|MKLN1_HUMAN"	"HUMAN"	FALSE	293
"sp|Q9UL68|MYT1L_HUMAN"	"HUMAN"	FALSE	492
"sp|Q9ULA0|DNPEP_HUMAN"	"HUMAN"	FALSE	157
"sp|Q9ULB1|NRX1A_HUMAN"	"HUMAN"	FALSE	502
"sp|Q9ULB4|CADH9_HUMAN"	"HUMAN"	FALSE	253
"sp|Q9ULB5|CADH7_HUMAN"	"HUMAN"	FALSE	245
"sp|Q9ULC0|MUCEN_HUMAN"	"HUMAN"	FALSE	68
"sp|Q9ULC3|RAB23_HUMAN"	"HUMAN"	FALSE	104
"sp|Q9ULC4|MCTS1_HUMAN"	"HUMAN"	FALSE	73
"sp|Q9ULC5|ACSL5_HUMAN"	"HUMAN"	FALSE	243
"sp|Q9ULC6|PADI1_HUMAN"	"HUMAN"	FALSE	256
"sp|Q9ULC8|ZDHC8_HUMAN"	"HUMAN"	FALSE	247
"sp|Q9ULD0|OGDHL_HUMAN"	"HUMAN"	FALSE	386
"sp|Q9ULD2|MTUS1_HUMAN"	"HUMAN"	FALSE	544
"sp|Q9ULD4|BRPF3_HUMAN"	"HUMAN"	FALSE	533
"sp|Q9ULD5|ZN777_HUMAN"	"HUMAN"	FALSE	314
"sp|Q9ULD6|INTU_HUMAN"	"HUMAN"	FALSE	340
"sp|Q9ULD8|KCNH3_HUMAN"	"HUMAN"	FALSE	347
"sp|Q9ULD9|ZN608_HUMAN"	"HUMAN"	FALSE	617
"sp|Q9ULE0|WWC3_HUMAN"	"HUMAN"	FALSE	497
"sp|Q9ULE3|DEN2A_HUMAN"	"HUMAN"	FALSE	481
"sp|Q9ULE4|F184B_HUMAN"	"HUMAN"	FALSE	556
"sp|Q9ULE6|PALD_HUMAN"	"HUMAN"	FALSE	307
"sp|Q9ULF5|S39AA_HUMAN"	"HUMAN"	FALSE	249
"sp|Q9ULG1|INO80_HUMAN"	"HUMAN"	FALSE	712
"sp|Q9ULG3|CFA92_HUMAN"	"HUMAN"	FALSE	178
"sp|Q9ULG6|CCPG1_HUMAN"	"HUMAN"	FALSE	354
"sp|Q9ULH0|KDIS_HUMAN"	"HUMAN"	FALSE	678
"sp|Q9ULH1|ASAP1_HUMAN"	"HUMAN"	FALSE	449
"sp|Q9ULH4|LRFN2_HUMAN"	"HUMAN"	FALSE	245
"sp|Q9ULH7|MRTFB_HUMAN"	"HUMAN"	FALSE	308
"sp|Q9ULI0|ATD2B_HUMAN"	"HUMAN"	FALSE	649
"sp|Q9ULI1|NWD2_HUMAN"	"HUMAN"	FALSE	647
"sp|Q9ULI2|RIMKB_HUMAN"	"HUMAN"	FALSE	136
"sp|Q9ULI3|HEG1_HUMAN"	"HUMAN"	FALSE	374
"sp|Q9ULI4|KI26A_HUMAN"	"HUMAN"	FALSE	668
"sp|Q9ULJ1|ODF2L_HUMAN"	"HUMAN"	FALSE	361
"sp|Q9ULJ3|ZBT21_HUMAN"	"HUMAN"	FALSE	428
"sp|Q9ULJ6|ZMIZ1_HUMAN"	"HUMAN"	FALSE	185
"sp|Q9ULJ7|ANR50_HUMAN"	"HUMAN"	FALSE	463
"sp|Q9ULJ8|NEB1_HUMAN"	"HUMAN"	FALSE	472
"sp|Q9ULK0|GRID1_HUMAN"	"HUMAN"	FALSE	324
"sp|Q9ULK2|AT7L1_HUMAN"	"HUMAN"	FALSE	325
"sp|Q9ULK4|MED23_HUMAN"	"HUMAN"	FALSE	433
"sp|Q9ULK5|VANG2_HUMAN"	"HUMAN"	FALSE	226
"sp|Q9ULK6|RN150_HUMAN"	"HUMAN"	FALSE	136
"sp|Q9ULL0|K1210_HUMAN"	"HUMAN"	FALSE	675
"sp|Q9ULL1|PKHG1_HUMAN"	"HUMAN"	FALSE	537
"sp|Q9ULL4|PLXB3_HUMAN"	"HUMAN"	FALSE	522
"sp|Q9ULL5|PRR12_HUMAN"	"HUMAN"	FALSE	579
"sp|Q9ULL8|SHRM4_HUMAN"	"HUMAN"	FALSE	539
"sp|Q9ULM0|PKHH1_HUMAN"	"HUMAN"	FALSE	548
"sp|Q9ULM2|ZN490_HUMAN"	"HUMAN"	FALSE	249
"sp|Q9ULM3|YETS2_HUMAN"	"HUMAN"	FALSE	486
"sp|Q9ULM6|CNOT6_HUMAN"	"HUMAN"	FALSE	192
"sp|Q9ULN7|PNM8B_HUMAN"	"HUMAN"	FALSE	293
"sp|Q9ULP0|NDRG4_HUMAN"	"HUMAN"	FALSE	82
"sp|Q9ULP9|TBC24_HUMAN"	"HUMAN"	FALSE	216
"sp|Q9ULQ0|STRP2_HUMAN"	"HUMAN"	FALSE	315
"sp|Q9ULQ1|TPC1_HUMAN"	"HUMAN"	FALSE	254
"sp|Q9ULR0|ISY1_HUMAN"	"HUMAN"	FALSE	162
"sp|Q9ULR3|PPM1H_HUMAN"	"HUMAN"	FALSE	186
"sp|Q9ULR5|PAI2B_HUMAN"	"HUMAN"	TRUE	32
"sp|Q9ULS5|TMCC3_HUMAN"	"HUMAN"	FALSE	225
"sp|Q9ULS6|KCNS2_HUMAN"	"HUMAN"	FALSE	155
"sp|Q9ULT0|TTC7A_HUMAN"	"HUMAN"	FALSE	327
"sp|Q9ULT6|ZNRF3_HUMAN"	"HUMAN"	FALSE	287
"sp|Q9ULT8|HECD1_HUMAN"	"HUMAN"	FALSE	959
"sp|Q9ULU4|PKCB1_HUMAN"	"HUMAN"	FALSE	496
"sp|Q9ULU8|CAPS1_HUMAN"	"HUMAN"	FALSE	535
"sp|Q9ULV0|MYO5B_HUMAN"	"HUMAN"	FALSE	836
"sp|Q9ULV1|FZD4_HUMAN"	"HUMAN"	FALSE	152
"sp|Q9ULV3|CIZ1_HUMAN"	"HUMAN"	FALSE	267
"sp|Q9ULV4|COR1C_HUMAN"	"HUMAN"	FALSE	198
"sp|Q9ULV5|HSF4_HUMAN"	"HUMAN"	FALSE	167
"sp|Q9ULV8|CBLC_HUMAN"	"HUMAN"	FALSE	160
"sp|Q9ULW0|TPX2_HUMAN"	"HUMAN"	FALSE	430
"sp|Q9ULW2|FZD10_HUMAN"	"HUMAN"	FALSE	176
"sp|Q9ULW3|ABT1_HUMAN"	"HUMAN"	FALSE	139
"sp|Q9ULW5|RAB26_HUMAN"	"HUMAN"	FALSE	110
"sp|Q9ULW6|NP1L2_HUMAN"	"HUMAN"	FALSE	172
