description,gene_name
tr|C8Z8Q9|C8Z8Q9_YEAST,C8Z8Q9
tr|C8Z6Z3|C8Z6Z3_YEAST,C8Z6Z3
tr|C8ZEH0|C8ZEH0_YEAST,C8ZEH0
tr|D3UET0|D3UET0_YEAST,D3UET0
tr|C8Z6T6|C8Z6T6_YEAST,C8Z6T6
tr|C8Z3G4|C8Z3G4_YEAST,C8Z3G4
tr|C8ZJB7|C8ZJB7_YEAST,C8ZJB7
tr|C8ZBQ5|C8ZBQ5_YEAST,C8ZBQ5
tr|C8Z9E2|C8Z9E2_YEAST,C8Z9E2
tr|C8Z5Q7|C8Z5Q7_YEAST,C8Z5Q7
tr|C8ZC97|C8ZC97_YEAST,C8ZC97
tr|C8ZBY2|C8ZBY2_YEAST,C8ZBY2
tr|C8ZEQ5|C8ZEQ5_YEAST,C8ZEQ5
tr|C8Z8T9|C8Z8T9_YEAST,C8Z8T9
tr|C8ZA00|C8ZA00_YEAST,C8ZA00
tr|C8Z3L2|C8Z3L2_YEAST,C8Z3L2
tr|C8ZB01|C8ZB01_YEAST,C8ZB01
tr|C8ZD34|C8ZD34_YEAST,C8ZD34
tr|C8Z9A3|C8Z9A3_YEAST,C8Z9A3
tr|C8ZAX5|C8ZAX5_YEAST,C8ZAX5
tr|C8ZFQ0|C8ZFQ0_YEAST,C8ZFQ0
tr|C8ZEA3|C8ZEA3_YEAST,C8ZEA3
tr|C8ZDU4|C8ZDU4_YEAST,C8ZDU4
tr|C8ZFS8|C8ZFS8_YEAST,C8ZFS8
tr|D3UEN8|D3UEN8_YEAST,D3UEN8
tr|C8ZAN0|C8ZAN0_YEAST,C8ZAN0
tr|C8ZBW1|C8ZBW1_YEAST,C8ZBW1
tr|C8ZH46|C8ZH46_YEAST,C8ZH46
tr|C8ZHB3|C8ZHB3_YEAST,C8ZHB3
tr|C8ZC28|C8ZC28_YEAST,C8ZC28
tr|C8ZBX3|C8ZBX3_YEAST,C8ZBX3
tr|C8Z4S8|C8Z4S8_YEAST,C8Z4S8
tr|C8ZBN5|C8ZBN5_YEAST,C8ZBN5
tr|D3UEH4|D3UEH4_YEAST,D3UEH4
tr|C8Z929|C8Z929_YEAST,C8Z929
tr|C8ZDE7|C8ZDE7_YEAST,C8ZDE7
tr|C8Z5V3|C8Z5V3_YEAST,C8Z5V3
tr|C8ZCT0|C8ZCT0_YEAST,C8ZCT0
tr|C8Z7L6|C8Z7L6_YEAST,C8Z7L6
tr|C8Z606|C8Z606_YEAST,C8Z606
tr|C8ZJI8|C8ZJI8_YEAST,C8ZJI8
tr|C8ZBU1|C8ZBU1_YEAST,C8ZBU1
tr|C8Z877|C8Z877_YEAST,C8Z877
tr|C8Z674|C8Z674_YEAST,C8Z674
tr|C8ZCW0|C8ZCW0_YEAST,C8ZCW0
tr|C8Z3F3|C8Z3F3_YEAST,C8Z3F3
tr|C8Z4M2|C8Z4M2_YEAST,C8Z4M2
tr|C8ZCR6|C8ZCR6_YEAST,C8ZCR6
tr|C8Z926|C8Z926_YEAST,C8Z926
tr|C8Z9F5|C8Z9F5_YEAST,C8Z9F5
tr|D3UER2|D3UER2_YEAST,D3UER2
tr|C8ZAM1|C8ZAM1_YEAST,C8ZAM1
tr|C8Z650|C8Z650_YEAST,C8Z650
tr|C8Z640|C8Z640_YEAST,C8Z640
tr|D3UF98|D3UF98_YEAST,D3UF98
tr|C8ZGI0|C8ZGI0_YEAST,C8ZGI0
tr|C8ZAI2|C8ZAI2_YEAST,C8ZAI2
tr|C8Z605|C8Z605_YEAST,C8Z605
tr|C8Z8A8|C8Z8A8_YEAST,C8Z8A8
tr|C8ZJ12|C8ZJ12_YEAST,C8ZJ12
tr|C8ZF33|C8ZF33_YEAST,C8ZF33
tr|C8ZFU8|C8ZFU8_YEAST,C8ZFU8
tr|C8Z3W5|C8Z3W5_YEAST,C8Z3W5
tr|C8ZCD5|C8ZCD5_YEAST,C8ZCD5
tr|C8ZDM6|C8ZDM6_YEAST,C8ZDM6
tr|C8ZF06|C8ZF06_YEAST,C8ZF06
tr|C8Z8W9|C8Z8W9_YEAST,C8Z8W9
tr|C8Z8C8|C8Z8C8_YEAST,C8Z8C8
tr|C8Z8V1|C8Z8V1_YEAST,C8Z8V1
tr|C8ZEP3|C8ZEP3_YEAST,C8ZEP3
tr|C8ZJ31|C8ZJ31_YEAST,C8ZJ31
tr|C8ZA94|C8ZA94_YEAST,C8ZA94
tr|C8Z3F8|C8Z3F8_YEAST,C8Z3F8
tr|D3UEF6|D3UEF6_YEAST,D3UEF6
tr|C8ZCY7|C8ZCY7_YEAST,C8ZCY7
tr|C8ZHE3|C8ZHE3_YEAST,C8ZHE3
tr|C8ZJK3|C8ZJK3_YEAST,C8ZJK3
tr|C8ZIM9|C8ZIM9_YEAST,C8ZIM9
tr|C8ZBN0|C8ZBN0_YEAST,C8ZBN0
tr|C8ZIJ8|C8ZIJ8_YEAST,C8ZIJ8
tr|C8Z770|C8Z770_YEAST,C8Z770
tr|C8ZAB5|C8ZAB5_YEAST,C8ZAB5
tr|C8Z441|C8Z441_YEAST,C8Z441
tr|C8ZB85|C8ZB85_YEAST,C8ZB85
tr|C8Z994|C8Z994_YEAST,C8Z994
tr|C8Z4H6|C8Z4H6_YEAST,C8Z4H6
tr|C8ZEM0|C8ZEM0_YEAST,C8ZEM0
tr|D3UET3|D3UET3_YEAST,D3UET3
tr|C8ZEL6|C8ZEL6_YEAST,C8ZEL6
tr|C8ZAI1|C8ZAI1_YEAST,C8ZAI1
tr|C8ZCT4|C8ZCT4_YEAST,C8ZCT4
tr|C8Z3R8|C8Z3R8_YEAST,C8Z3R8
tr|C8Z5Z7|C8Z5Z7_YEAST,C8Z5Z7
tr|C8ZC33|C8ZC33_YEAST,C8ZC33
tr|C8ZF62|C8ZF62_YEAST,C8ZF62
tr|C8ZB38|C8ZB38_YEAST,C8ZB38
tr|C8ZG12|C8ZG12_YEAST,C8ZG12
tr|C8ZE50|C8ZE50_YEAST,C8ZE50
tr|C8Z3S5|C8Z3S5_YEAST,C8Z3S5
tr|C8Z4W2|C8Z4W2_YEAST,C8Z4W2
tr|C8ZHP2|C8ZHP2_YEAST,C8ZHP2
tr|C8ZH07|C8ZH07_YEAST,C8ZH07
tr|C8ZD39|C8ZD39_YEAST,C8ZD39
tr|C8ZDN3|C8ZDN3_YEAST,C8ZDN3
tr|C8ZHR9|C8ZHR9_YEAST,C8ZHR9
tr|C8ZDX9|C8ZDX9_YEAST,C8ZDX9
tr|C8ZC12|C8ZC12_YEAST,C8ZC12
tr|C8Z738|C8Z738_YEAST,C8Z738
tr|C8ZJ92|C8ZJ92_YEAST,C8ZJ92
tr|C8ZD58|C8ZD58_YEAST,C8ZD58
tr|C8ZHR5|C8ZHR5_YEAST,C8ZHR5
tr|C8ZIG1|C8ZIG1_YEAST,C8ZIG1
tr|C8ZI57|C8ZI57_YEAST,C8ZI57
tr|C8ZCI8|C8ZCI8_YEAST,C8ZCI8
tr|C8ZJ40|C8ZJ40_YEAST,C8ZJ40
tr|C8ZEB2|C8ZEB2_YEAST,C8ZEB2
tr|C8ZEA8|C8ZEA8_YEAST,C8ZEA8
tr|C8ZDE5|C8ZDE5_YEAST,C8ZDE5
tr|C8Z6W5|C8Z6W5_YEAST,C8Z6W5
tr|C8Z5U2|C8Z5U2_YEAST,C8Z5U2
tr|D3UEH1|D3UEH1_YEAST,D3UEH1
tr|C8Z989|C8Z989_YEAST,C8Z989
tr|C8Z9G3|C8Z9G3_YEAST,C8Z9G3
tr|C8ZHX3|C8ZHX3_YEAST,C8ZHX3
tr|C8ZFG1|C8ZFG1_YEAST,C8ZFG1
tr|C8Z4D3|C8Z4D3_YEAST,C8Z4D3
tr|C8Z6M4|C8Z6M4_YEAST,C8Z6M4
tr|C8ZIK6|C8ZIK6_YEAST,C8ZIK6
tr|C8Z4C7|C8Z4C7_YEAST,C8Z4C7
tr|C8ZDB0|C8ZDB0_YEAST,C8ZDB0
tr|C8Z8Y2|C8Z8Y2_YEAST,C8Z8Y2
tr|C8Z464|C8Z464_YEAST,C8Z464
tr|C8Z652|C8Z652_YEAST,C8Z652
tr|C8ZAW7|C8ZAW7_YEAST,C8ZAW7
tr|C8ZD65|C8ZD65_YEAST,C8ZD65
tr|C8ZBI7|C8ZBI7_YEAST,C8ZBI7
tr|C8ZIK8|C8ZIK8_YEAST,C8ZIK8
tr|C8Z3U3|C8Z3U3_YEAST,C8Z3U3
tr|C8ZDS5|C8ZDS5_YEAST,C8ZDS5
tr|C8ZAD9|C8ZAD9_YEAST,C8ZAD9
tr|C8ZF87|C8ZF87_YEAST,C8ZF87
tr|C8ZJB2|C8ZJB2_YEAST,C8ZJB2
tr|C8ZGN2|C8ZGN2_YEAST,C8ZGN2
tr|C8ZD31|C8ZD31_YEAST,C8ZD31
tr|C8ZBH0|C8ZBH0_YEAST,C8ZBH0
tr|C8Z6N2|C8Z6N2_YEAST,C8Z6N2
tr|C8ZF26|C8ZF26_YEAST,C8ZF26
tr|C8Z5E2|C8Z5E2_YEAST,C8Z5E2
tr|C8Z607|C8Z607_YEAST,C8Z607
tr|C8Z489|C8Z489_YEAST,C8Z489
tr|C8ZJG3|C8ZJG3_YEAST,C8ZJG3
tr|C8ZHX5|C8ZHX5_YEAST,C8ZHX5
tr|C8ZA96|C8ZA96_YEAST,C8ZA96
tr|C8ZCQ8|C8ZCQ8_YEAST,C8ZCQ8
tr|C8ZF77|C8ZF77_YEAST,C8ZF77
tr|C8ZF27|C8ZF27_YEAST,C8ZF27
tr|C8ZDA5|C8ZDA5_YEAST,C8ZDA5
tr|C8Z8V7|C8Z8V7_YEAST,C8Z8V7
tr|C8ZC93|C8ZC93_YEAST,C8ZC93
tr|C8ZEC3|C8ZEC3_YEAST,C8ZEC3
tr|C8ZJI5|C8ZJI5_YEAST,C8ZJI5
tr|C8ZJ75|C8ZJ75_YEAST,C8ZJ75
tr|C8ZDG3|C8ZDG3_YEAST,C8ZDG3
tr|C8ZFK9|C8ZFK9_YEAST,C8ZFK9
tr|C8ZFN6|C8ZFN6_YEAST,C8ZFN6
tr|C8Z3Q1|C8Z3Q1_YEAST,C8Z3Q1
tr|C8Z7F9|C8Z7F9_YEAST,C8Z7F9
tr|C8ZDL7|C8ZDL7_YEAST,C8ZDL7
tr|C8ZET3|C8ZET3_YEAST,C8ZET3
tr|C8ZC07|C8ZC07_YEAST,C8ZC07
tr|C8Z4M8|C8Z4M8_YEAST,C8Z4M8
tr|C8Z8I8|C8Z8I8_YEAST,C8Z8I8
tr|C8Z5I7|C8Z5I7_YEAST,C8Z5I7
tr|C8ZD16|C8ZD16_YEAST,C8ZD16
tr|C8Z497|C8Z497_YEAST,C8Z497
tr|C8Z9M5|C8Z9M5_YEAST,C8Z9M5
tr|C8Z4Z2|C8Z4Z2_YEAST,C8Z4Z2
tr|C8ZG18|C8ZG18_YEAST,C8ZG18
tr|C8ZBH1|C8ZBH1_YEAST,C8ZBH1
tr|C8Z536|C8Z536_YEAST,C8Z536
tr|C8Z7P8|C8Z7P8_YEAST,C8Z7P8
tr|C8Z3T3|C8Z3T3_YEAST,C8Z3T3
tr|C8ZFY6|C8ZFY6_YEAST,C8ZFY6
tr|D3UF97|D3UF97_YEAST,D3UF97
tr|C8Z443|C8Z443_YEAST,C8Z443
tr|C8ZJ65|C8ZJ65_YEAST,C8ZJ65
tr|C8ZAB9|C8ZAB9_YEAST,C8ZAB9
tr|C8Z3P6|C8Z3P6_YEAST,C8Z3P6
tr|C8Z4V2|C8Z4V2_YEAST,C8Z4V2
tr|C8ZEZ2|C8ZEZ2_YEAST,C8ZEZ2
tr|C8Z5W6|C8Z5W6_YEAST,C8Z5W6
tr|C8Z6U1|C8Z6U1_YEAST,C8Z6U1
tr|C8ZG38|C8ZG38_YEAST,C8ZG38
tr|C8ZER0|C8ZER0_YEAST,C8ZER0
tr|C8Z486|C8Z486_YEAST,C8Z486
tr|C8ZBI9|C8ZBI9_YEAST,C8ZBI9
tr|C8Z718|C8Z718_YEAST,C8Z718
tr|C8ZJM9|C8ZJM9_YEAST,C8ZJM9
tr|C8ZC34|C8ZC34_YEAST,C8ZC34
tr|C8Z885|C8Z885_YEAST,C8Z885
tr|C8ZHW3|C8ZHW3_YEAST,C8ZHW3
tr|C8ZI23|C8ZI23_YEAST,C8ZI23
tr|C8ZIY6|C8ZIY6_YEAST,C8ZIY6
tr|C8ZE41|C8ZE41_YEAST,C8ZE41
tr|C8Z7F0|C8Z7F0_YEAST,C8Z7F0
tr|C8ZFL7|C8ZFL7_YEAST,C8ZFL7
tr|C8ZBU3|C8ZBU3_YEAST,C8ZBU3
tr|C8Z4Y2|C8Z4Y2_YEAST,C8Z4Y2
tr|C8ZEK1|C8ZEK1_YEAST,C8ZEK1
tr|C8ZIG9|C8ZIG9_YEAST,C8ZIG9
tr|C8Z6Q8|C8Z6Q8_YEAST,C8Z6Q8
tr|C8ZJ53|C8ZJ53_YEAST,C8ZJ53
tr|C8Z5T5|C8Z5T5_YEAST,C8Z5T5
tr|C8ZCD0|C8ZCD0_YEAST,C8ZCD0
tr|C8ZHS6|C8ZHS6_YEAST,C8ZHS6
tr|C8ZCL7|C8ZCL7_YEAST,C8ZCL7
tr|C8ZFX3|C8ZFX3_YEAST,C8ZFX3
tr|C8ZCB5|C8ZCB5_YEAST,C8ZCB5
tr|C8ZCY5|C8ZCY5_YEAST,C8ZCY5
tr|C8ZE54|C8ZE54_YEAST,C8ZE54
tr|C8Z5M6|C8Z5M6_YEAST,C8Z5M6
tr|C8Z890|C8Z890_YEAST,C8Z890
tr|C8ZB99|C8ZB99_YEAST,C8ZB99
tr|C8ZBP0|C8ZBP0_YEAST,C8ZBP0
tr|C8ZC46|C8ZC46_YEAST,C8ZC46
tr|C8Z9M3|C8Z9M3_YEAST,C8Z9M3
tr|C8Z5D6|C8Z5D6_YEAST,C8Z5D6
tr|C8ZI00|C8ZI00_YEAST,C8ZI00
tr|C8Z9C6|C8Z9C6_YEAST,C8Z9C6
tr|C8Z9Q4|C8Z9Q4_YEAST,C8Z9Q4
tr|C8Z901|C8Z901_YEAST,C8Z901
tr|C8Z551|C8Z551_YEAST,C8Z551
tr|C8ZJM2|C8ZJM2_YEAST,C8ZJM2
tr|C8ZDI6|C8ZDI6_YEAST,C8ZDI6
tr|D3UEY6|D3UEY6_YEAST,D3UEY6
tr|C8ZEI3|C8ZEI3_YEAST,C8ZEI3
tr|C8Z6E0|C8Z6E0_YEAST,C8Z6E0
tr|C8ZBA0|C8ZBA0_YEAST,C8ZBA0
tr|C8ZJ41|C8ZJ41_YEAST,C8ZJ41
tr|C8Z6M8|C8Z6M8_YEAST,C8Z6M8
tr|C8ZH18|C8ZH18_YEAST,C8ZH18
tr|C8Z4Y5|C8Z4Y5_YEAST,C8Z4Y5
tr|C8Z3T6|C8Z3T6_YEAST,C8Z3T6
tr|C8ZD56|C8ZD56_YEAST,C8ZD56
tr|C8Z5W2|C8Z5W2_YEAST,C8Z5W2
tr|C8Z6K0|C8Z6K0_YEAST,C8Z6K0
tr|C8Z438|C8Z438_YEAST,C8Z438
tr|C8ZJD3|C8ZJD3_YEAST,C8ZJD3
tr|C8ZFK3|C8ZFK3_YEAST,C8ZFK3
tr|C8Z8K9|C8Z8K9_YEAST,C8Z8K9
tr|C8ZAQ6|C8ZAQ6_YEAST,C8ZAQ6
tr|C8ZAM5|C8ZAM5_YEAST,C8ZAM5
tr|C8ZHC1|C8ZHC1_YEAST,C8ZHC1
tr|C8Z5L9|C8Z5L9_YEAST,C8Z5L9
tr|C8Z6L6|C8Z6L6_YEAST,C8Z6L6
tr|C8Z9I2|C8Z9I2_YEAST,C8Z9I2
tr|C8ZHK5|C8ZHK5_YEAST,C8ZHK5
tr|C8ZAQ0|C8ZAQ0_YEAST,C8ZAQ0
tr|C8ZE99|C8ZE99_YEAST,C8ZE99
tr|C8ZAS0|C8ZAS0_YEAST,C8ZAS0
tr|C8ZJ28|C8ZJ28_YEAST,C8ZJ28
tr|C8Z4E8|C8Z4E8_YEAST,C8Z4E8
tr|C8ZGP4|C8ZGP4_YEAST,C8ZGP4
tr|D3UER6|D3UER6_YEAST,D3UER6
tr|C8ZFI3|C8ZFI3_YEAST,C8ZFI3
tr|C8ZBJ7|C8ZBJ7_YEAST,C8ZBJ7
tr|C8ZGC8|C8ZGC8_YEAST,C8ZGC8
tr|C8ZIF9|C8ZIF9_YEAST,C8ZIF9
tr|C8ZFG5|C8ZFG5_YEAST,C8ZFG5
tr|C8ZG57|C8ZG57_YEAST,C8ZG57
tr|C8Z766|C8Z766_YEAST,C8Z766
tr|C8ZB79|C8ZB79_YEAST,C8ZB79
tr|C8Z5Z4|C8Z5Z4_YEAST,C8Z5Z4
tr|C8Z8D2|C8Z8D2_YEAST,C8Z8D2
tr|C8ZHQ7|C8ZHQ7_YEAST,C8ZHQ7
tr|C8ZJ76|C8ZJ76_YEAST,C8ZJ76
tr|C8ZCK5|C8ZCK5_YEAST,C8ZCK5
tr|C8ZJ32|C8ZJ32_YEAST,C8ZJ32
tr|C8Z3I4|C8Z3I4_YEAST,C8Z3I4
tr|C8ZD10|C8ZD10_YEAST,C8ZD10
tr|C8Z6N0|C8Z6N0_YEAST,C8Z6N0
tr|C8ZES7|C8ZES7_YEAST,C8ZES7
tr|C8ZGH8|C8ZGH8_YEAST,C8ZGH8
tr|C8ZA67|C8ZA67_YEAST,C8ZA67
tr|C8Z927|C8Z927_YEAST,C8Z927
tr|C8Z670|C8Z670_YEAST,C8Z670
tr|C8Z9G1|C8Z9G1_YEAST,C8Z9G1
tr|C8ZHJ7|C8ZHJ7_YEAST,C8ZHJ7
tr|C8ZGZ0|C8ZGZ0_YEAST,C8ZGZ0
tr|C8ZD09|C8ZD09_YEAST,C8ZD09
tr|C8ZBP8|C8ZBP8_YEAST,C8ZBP8
tr|C8Z7J8|C8Z7J8_YEAST,C8Z7J8
tr|C8Z7C1|C8Z7C1_YEAST,C8Z7C1
tr|C8Z9B0|C8Z9B0_YEAST,C8Z9B0
tr|C8ZFL2|C8ZFL2_YEAST,C8ZFL2
tr|C8ZHW1|C8ZHW1_YEAST,C8ZHW1
tr|C8ZH08|C8ZH08_YEAST,C8ZH08
tr|C8ZH78|C8ZH78_YEAST,C8ZH78
tr|C8ZAF0|C8ZAF0_YEAST,C8ZAF0
tr|C8ZI82|C8ZI82_YEAST,C8ZI82
tr|C8Z9W1|C8Z9W1_YEAST,C8Z9W1
tr|D3UEL9|D3UEL9_YEAST,D3UEL9
tr|C8ZB22|C8ZB22_YEAST,C8ZB22
tr|D3UEX8|D3UEX8_YEAST,D3UEX8
tr|C8Z5Q4|C8Z5Q4_YEAST,C8Z5Q4
tr|C8ZAM4|C8ZAM4_YEAST,C8ZAM4
tr|C8ZA17|C8ZA17_YEAST,C8ZA17
tr|D3UEP1|D3UEP1_YEAST,D3UEP1
tr|C8ZH03|C8ZH03_YEAST,C8ZH03
tr|C8ZIX5|C8ZIX5_YEAST,C8ZIX5
tr|C8Z8C9|C8Z8C9_YEAST,C8Z8C9
tr|C8ZBJ6|C8ZBJ6_YEAST,C8ZBJ6
tr|D3UEZ6|D3UEZ6_YEAST,D3UEZ6
tr|C8ZFE2|C8ZFE2_YEAST,C8ZFE2
tr|C8ZC68|C8ZC68_YEAST,C8ZC68
tr|C8Z6Y2|C8Z6Y2_YEAST,C8Z6Y2
tr|C8Z7E1|C8Z7E1_YEAST,C8Z7E1
tr|C8ZBZ9|C8ZBZ9_YEAST,C8ZBZ9
tr|C8ZC73|C8ZC73_YEAST,C8ZC73
tr|C8Z5Y3|C8Z5Y3_YEAST,C8Z5Y3
tr|C8ZEH6|C8ZEH6_YEAST,C8ZEH6
tr|C8ZJ99|C8ZJ99_YEAST,C8ZJ99
tr|C8ZI44|C8ZI44_YEAST,C8ZI44
tr|C8ZHG7|C8ZHG7_YEAST,C8ZHG7
tr|C8ZIN3|C8ZIN3_YEAST,C8ZIN3
tr|C8Z935|C8Z935_YEAST,C8Z935
tr|C8Z529|C8Z529_YEAST,C8Z529
tr|C8ZGM0|C8ZGM0_YEAST,C8ZGM0
tr|C8ZGN3|C8ZGN3_YEAST,C8ZGN3
tr|C8ZAR1|C8ZAR1_YEAST,C8ZAR1
tr|C8ZH49|C8ZH49_YEAST,C8ZH49
tr|C8ZJH8|C8ZJH8_YEAST,C8ZJH8
tr|C8ZBA6|C8ZBA6_YEAST,C8ZBA6
tr|C8ZBS5|C8ZBS5_YEAST,C8ZBS5
tr|C8ZCJ8|C8ZCJ8_YEAST,C8ZCJ8
tr|C8Z3K1|C8Z3K1_YEAST,C8Z3K1
tr|C8ZI49|C8ZI49_YEAST,C8ZI49
tr|C8ZFR4|C8ZFR4_YEAST,C8ZFR4
tr|C8ZIR1|C8ZIR1_YEAST,C8ZIR1
tr|C8Z3N0|C8Z3N0_YEAST,C8Z3N0
tr|C8Z6L8|C8Z6L8_YEAST,C8Z6L8
tr|C8Z7L5|C8Z7L5_YEAST,C8Z7L5
tr|C8Z8V3|C8Z8V3_YEAST,C8Z8V3
tr|C8Z4E3|C8Z4E3_YEAST,C8Z4E3
tr|D3UEL1|D3UEL1_YEAST,D3UEL1
tr|C8Z6G9|C8Z6G9_YEAST,C8Z6G9
tr|C8Z722|C8Z722_YEAST,C8Z722
tr|C8Z8T1|C8Z8T1_YEAST,C8Z8T1
tr|C8Z987|C8Z987_YEAST,C8Z987
tr|C8ZG56|C8ZG56_YEAST,C8ZG56
tr|C8ZI73|C8ZI73_YEAST,C8ZI73
tr|C8Z5F2|C8Z5F2_YEAST,C8Z5F2
tr|C8Z6W2|C8Z6W2_YEAST,C8Z6W2
tr|C8ZE06|C8ZE06_YEAST,C8ZE06
tr|C8ZCH6|C8ZCH6_YEAST,C8ZCH6
tr|C8ZGE5|C8ZGE5_YEAST,C8ZGE5
tr|C8ZH64|C8ZH64_YEAST,C8ZH64
tr|C8ZFE8|C8ZFE8_YEAST,C8ZFE8
tr|C8ZCM8|C8ZCM8_YEAST,C8ZCM8
tr|C8Z8Q6|C8Z8Q6_YEAST,C8Z8Q6
tr|C8ZBJ3|C8ZBJ3_YEAST,C8ZBJ3
tr|C8ZHC6|C8ZHC6_YEAST,C8ZHC6
tr|C8ZFZ0|C8ZFZ0_YEAST,C8ZFZ0
tr|C8ZFV1|C8ZFV1_YEAST,C8ZFV1
tr|C8ZF53|C8ZF53_YEAST,C8ZF53
tr|C8ZGG5|C8ZGG5_YEAST,C8ZGG5
tr|C8ZDG5|C8ZDG5_YEAST,C8ZDG5
tr|C8Z6D1|C8Z6D1_YEAST,C8Z6D1
tr|C8Z9V3|C8Z9V3_YEAST,C8Z9V3
tr|C8ZDE2|C8ZDE2_YEAST,C8ZDE2
tr|C8ZIB6|C8ZIB6_YEAST,C8ZIB6
tr|C8Z9V1|C8Z9V1_YEAST,C8Z9V1
tr|C8ZEY0|C8ZEY0_YEAST,C8ZEY0
tr|C8ZBR8|C8ZBR8_YEAST,C8ZBR8
tr|C8ZEE3|C8ZEE3_YEAST,C8ZEE3
tr|C8ZES3|C8ZES3_YEAST,C8ZES3
tr|C8ZA25|C8ZA25_YEAST,C8ZA25
tr|C8Z4Z7|C8Z4Z7_YEAST,C8Z4Z7
tr|C8Z6Z0|C8Z6Z0_YEAST,C8Z6Z0
tr|C8Z4B2|C8Z4B2_YEAST,C8Z4B2
tr|D3UF33|D3UF33_YEAST,D3UF33
tr|C8ZGQ3|C8ZGQ3_YEAST,C8ZGQ3
tr|C8Z4I6|C8Z4I6_YEAST,C8Z4I6
tr|C8ZH24|C8ZH24_YEAST,C8ZH24
tr|D3UED7|D3UED7_YEAST,D3UED7
tr|C8ZGY7|C8ZGY7_YEAST,C8ZGY7
tr|C8Z6Y0|C8Z6Y0_YEAST,C8Z6Y0
tr|C8Z4W1|C8Z4W1_YEAST,C8Z4W1
tr|C8ZHD7|C8ZHD7_YEAST,C8ZHD7
tr|C8Z5S2|C8Z5S2_YEAST,C8Z5S2
tr|C8ZFV3|C8ZFV3_YEAST,C8ZFV3
tr|C8Z9H5|C8Z9H5_YEAST,C8Z9H5
tr|C8Z509|C8Z509_YEAST,C8Z509
tr|C8ZBK2|C8ZBK2_YEAST,C8ZBK2
tr|C8Z7P7|C8Z7P7_YEAST,C8Z7P7
tr|C8ZDV5|C8ZDV5_YEAST,C8ZDV5
tr|C8ZII0|C8ZII0_YEAST,C8ZII0
tr|C8ZAM8|C8ZAM8_YEAST,C8ZAM8
tr|C8Z6C4|C8Z6C4_YEAST,C8Z6C4
tr|C8Z7R5|C8Z7R5_YEAST,C8Z7R5
tr|C8ZJ90|C8ZJ90_YEAST,C8ZJ90
tr|C8ZG08|C8ZG08_YEAST,C8ZG08
tr|C8Z3P7|C8Z3P7_YEAST,C8Z3P7
tr|C8ZBK4|C8ZBK4_YEAST,C8ZBK4
tr|C8ZDB9|C8ZDB9_YEAST,C8ZDB9
tr|C8ZEG4|C8ZEG4_YEAST,C8ZEG4
tr|C8ZD96|C8ZD96_YEAST,C8ZD96
tr|C8Z9M1|C8Z9M1_YEAST,C8Z9M1
tr|C8ZHS1|C8ZHS1_YEAST,C8ZHS1
tr|C8Z7M5|C8Z7M5_YEAST,C8Z7M5
tr|C8ZFR9|C8ZFR9_YEAST,C8ZFR9
tr|C8ZE48|C8ZE48_YEAST,C8ZE48
tr|C8ZF22|C8ZF22_YEAST,C8ZF22
tr|D3UF64|D3UF64_YEAST,D3UF64
tr|D3UEP2|D3UEP2_YEAST,D3UEP2
tr|C8ZC30|C8ZC30_YEAST,C8ZC30
tr|C8ZDA8|C8ZDA8_YEAST,C8ZDA8
tr|C8ZD12|C8ZD12_YEAST,C8ZD12
tr|C8Z8J8|C8Z8J8_YEAST,C8Z8J8
tr|C8ZC94|C8ZC94_YEAST,C8ZC94
tr|C8ZBG5|C8ZBG5_YEAST,C8ZBG5
tr|C8Z5J0|C8Z5J0_YEAST,C8Z5J0
tr|C8ZGI3|C8ZGI3_YEAST,C8ZGI3
tr|C8ZD54|C8ZD54_YEAST,C8ZD54
tr|C8ZEJ3|C8ZEJ3_YEAST,C8ZEJ3
tr|C8ZGA7|C8ZGA7_YEAST,C8ZGA7
tr|C8Z524|C8Z524_YEAST,C8Z524
tr|C8ZDU7|C8ZDU7_YEAST,C8ZDU7
tr|C8Z461|C8Z461_YEAST,C8Z461
tr|C8ZBL9|C8ZBL9_YEAST,C8ZBL9
tr|C8Z6Y9|C8Z6Y9_YEAST,C8Z6Y9
tr|C8ZI62|C8ZI62_YEAST,C8ZI62
tr|C8Z7P5|C8Z7P5_YEAST,C8Z7P5
tr|C8Z5K6|C8Z5K6_YEAST,C8Z5K6
tr|C8ZI36|C8ZI36_YEAST,C8ZI36
tr|D3UF22|D3UF22_YEAST,D3UF22
tr|D3UF27|D3UF27_YEAST,D3UF27
tr|C8Z5Q1|C8Z5Q1_YEAST,C8Z5Q1
tr|C8ZF70|C8ZF70_YEAST,C8ZF70
tr|C8ZEF3|C8ZEF3_YEAST,C8ZEF3
tr|C8Z9G6|C8Z9G6_YEAST,C8Z9G6
tr|C8ZHR4|C8ZHR4_YEAST,C8ZHR4
tr|C8ZE32|C8ZE32_YEAST,C8ZE32
tr|C8Z769|C8Z769_YEAST,C8Z769
tr|C8ZBA9|C8ZBA9_YEAST,C8ZBA9
tr|C8ZA97|C8ZA97_YEAST,C8ZA97
tr|C8ZGZ4|C8ZGZ4_YEAST,C8ZGZ4
tr|C8ZD35|C8ZD35_YEAST,C8ZD35
tr|C8Z420|C8Z420_YEAST,C8Z420
tr|D3UF29|D3UF29_YEAST,D3UF29
tr|C8Z3J3|C8Z3J3_YEAST,C8Z3J3
